English,Persian
improvements,پیشرفت
strip,نوار
specification,مشخصات
pearl,مروارید
accident,تصادف
nick,بریدگی کوچک
accessible,در دسترس
accessory,لوازم جانبی
resident,مقیم
plot,طرح
qty,qty
possibly,احتمالاً
airline,هواپیمایی
typically,معمولا
representation,نمایندگی
regard,توجه
pump,پمپ
exists,وجود دارد
arrangements,ترتیب
smooth,صاف
conferences,همایش ها
uniprotkb,uniprotkb
beastiality,جانوری
strike,ضربه
consumption,مصرف
birmingham,بیرمنگام
flashing,چشمگیر
lp,LP
narrow,محدود، تنگ
afternoon,بعد از ظهر
threat,تهدید
surveys,نظرسنجی
sitting,نشسته
putting,قرار دادن
consultant,مشاور
controller,کنترل کننده
ownership,مالکیت
committees,کمیته ها
penis,تناسلی
legislative,مقننه
researchers,محقق
vietnam,ویتنام
trailer,تریلر
anne,anne
castle,قلعه
gardens,باغهای
missed,از دست رفته
malaysia,مالزی
unsubscribe,اشتراک مشترک
antique,عتیقه
labels,برچسب ها
willing,مایل بودن
bio,بیوگرافی
molecular,مولکولی
upskirt,دامن
acting,عمل
heads,سر
stored,ذخیره شده
exam,معاینه
logos,آرم
residence,محل اقامت
attorneys,وکلا
milfs,milfs
antiques,عتیقه
density,تراکم
hundred,صد
ryan,ریان
operators,عملگر
strange,عجیب
sustainable,پایدار
philippines,وابسته به فیلیپین
statistical,وابسته به آماری
beds,تخت
breasts,سینه
mention,اشاره
innovation,نوآوری
pcs,رایانه های شخصی
employers,کارفرمایان
grey,خاکستری
parallel,موازی
honda,هوندا
amended,اصلاح شده
operate,عمل کردن
bills,صورتحساب
bold,سرزنده
bathroom,حمام
stable,پایدار
opera,اپرا
definitions,تعاریف
von,فون
doctors,پزشک
lesson,درس
cinema,سینما
asset,دارایی
ag,قله
scan,اسکن کردن
elections,انتخابات
drinking,نوشیدن
blowjobs,سر و صدا
reaction,واکنش
blank,جای خالی
enhanced,پیشرفته
entitled,حق
severe,شدید
generate,تولید می کنند
stainless,ضد زنگ
newspapers,روزنامه ها
hospitals,بیمارستان
vi,ششم
deluxe,لوکس
humor,شوخ طبعی
aged,سن
monitors,مانیتور
exception,استثنا
lived,زندگی می کرد
duration,مدت زمان
bulk,انبوه
successfully,با موفقیت
indonesia,اندونزی
pursuant,تعقیب کننده
sci,علم
fabric,پارچه
edt,EDT
visits,بازدیدها
primarily,در درجه اول
tight,تنگ
domains,دامنه
capabilities,توانایی ها
pmid,PMID
contrast,تضاد
recommendation,توصیه
flying,پرواز
recruitment,استخدام
sin,گناه
berlin,برلین
cute,جذاب
organized,سازمان یافته
ba,کارشناسی
para,پاراگراف
siemens,زیمنس
adoption,تصویب
improving,بهبود یافته
cr,کلوچه
expensive,گران
meant,منظور
capture,گرفتن
pounds,پوند
buffalo,بوفالو
organisations,سازمان های
plane,سطح
pg,صفحه نمایش
explained,توضیح داده شده
seed,بذر
programmes,برنامه ها
desire,میل
expertise,تجربه و تخصص
mechanism,سازوکار
camping,چادر زدن
ee,ایش
jewellery,جواهرات
meets,دیدار
welfare,رفاه
peer,همتا
caught,گرفتار
eventually,در نهایت
marked,مشخص شده
driven,رانده
measured,اندازه گیری شده
medline,لقمه
bottle,بطری
agreements,توافق
considering,با توجه به
innovative,خلاقانه
marshall,مارشال
massage,ماساژ
rubber,لاستیک
conclusion,نتیجه
closing,بسته
tampa,تامپا
thousand,هزار
meat,گوشت
legend,افسانه
grace,رحمت
susan,سوزان
ing,در این جا
ks,ks
adams,آدم
python,پیتون
monster,هیولا
alex,الکس
bang,انفجار
villa,ویلا
bone,استخوان
columns,ستون ها
disorders,اختلال
bugs,اشکالات
collaboration,همکاری
hamilton,هامیلتون
detection,تشخیص
ftp,FTP
cookies,بیسکویت ها
inner,درونی
formation,تشکیل
tutorial,آموزش
med,میهن
engineers,مهندسی
entity,وجود، موجودیت
cruises,سفرهای دریایی
gate,دروازه
holder,دارنده
proposals,پیشنهادات
moderator,تعدیل کننده
sw,رفیق
tutorials,آموزش
settlement,توافق
portugal,کشور پرتغال
lawrence,لارنس
roman,رومی
duties,وظایف
valuable,ارزشمند
erotic,وابسته به عشق شهوانی
tone,لحن
collectables,قابل جمع کردن
ethics,اخلاق
forever,برای همیشه
dragon,اژدها
busy,مشغول
captain,کاپیتان
fantastic,خارق العاده
imagine,تصور کن
brings,اگهی
heating,گرمایش
leg,پا
neck,گردن
hd,HD
wing,بال
governments,دولت ها
purchasing,خرید
scripts,اسکریپت
abc,ABC
stereo,استریو
appointed,منصوب
taste,طعم
dealing,معامله
commit,مرتکب شدن
tiny,کوچک
operational,عملیاتی
rail,ریل
airlines,شرکتهای هواپیمایی
liberal,لیبرال
livecam,Livecam
jay,جیغ
trips,سفر
gap,شکاف
sides,طرفین
tube,لوله
turns,چرخش
corresponding,متناظر
descriptions,توضیحات
cache,مخازن
belt,تسمه
jacket,ژاکت
determination,تعیین
animation,انیمیشن
oracle,اوراکل
er,با
matthew,متی
lease,اجاره
productions,تولید
aviation,هواپیمایی
hobbies,سرگرمی
proud,مغرور
excess,اضافی
disaster,فاجعه
console,کنسول
commands,دستورات
jr,جونیور
telecommunications,ارتباطات از راه دور
instructor,مربی
giant,غول
achieved,به دست آورد
injuries,صدمات
shipped,حمل شده
bestiality,خویشاوندی
seats,صندلی
approaches,رویکرد
biz,بیزاری
alarm,زنگ خطر. هشدار
voltage,ولتاژ
anthony,آنتونی
nintendo,نینتندو
usual,معمول
loading,بارگذاری
stamps,تمبر
appeared,ظاهر شد
franklin,فرانکلین
angle,زاویه
rob,غارت
vinyl,وینیل
highlights,نکات برجسته
mining,معدن
designers,طراح
melbourne,ملبورن
ongoing,در دست اقدام
worst,بدترین
imaging,تصویر سازی
betting,شرط بندی
scientists,دانشمند
liberty,آزادی
wyoming,وابسته به وایومینگ
blackjack,بزور وخل
argentina,وابسته به آرژانتین
era,عصر
convert,تبدیل
possibility,امکان پذیری
analyst,تحلیلگر
commissioner,کمیسیونر، رئیس پلیس
dangerous,خطرناک
garage,گاراژ
exciting,هیجان انگیز
reliability,قابلیت اطمینان
thongs,جوانه
gcc,GCC
unfortunately,متأسفانه
respectively,به ترتیب
volunteers,داوطلب
attachment,پیوست
ringtone,آهنگ زنگ
finland,عظم
morgan,مگس
derived,نشات گرفته
pleasure,لذت
honor,افتخار و احترام
asp,عیاشی
oriented,جهت دار
eagle,عقاب
desktops,دسک تاپ
pants,شلوار
columbus,کلمب
nurse,پرستار
prayer,نماز
appointment,وقت ملاقات
workshops,کارگاههای آموزشی
hurricane,طوفان
quiet,ساکت
luck,شانس
postage,هزینه پستی
producer,تهيه كننده
represented,نمایندگی
mortgages,واما
dial,شماره گیری
responsibilities,مسئولیت ها
cheese,پنیر
comic,کمیک
carefully,با دقت
jet,جت
productivity,بهره وری
investors,سرمایه گذاران
crown,تاج پادشاهی
par,از روی
underground,زیرزمین
diagnosis,تشخیص
maker,سازنده
crack,ترک
principle,اصل
picks,انتخاب
vacations,تعطیلات
gang,دسته
semester,نیمسال
calculated,محاسبه شد
cumshot,عکس
fetish,طلسم
applies,اعمال میشود
casinos,کازینو
appearance,ظاهر
smoke,دود
apache,طغیان
filters,فیلتر
incorporated,گنجانیده
nv,NV
craft,مهارت
cake,کیک
notebooks,نوت بوک
apart,جدا از هم
fellow,همکار
blind,نابینا
lounge,سالن
mad,دیوانه
algorithm,الگوریتم
semi,نیمه
coins,سکه
andy,اندی
gross,ناخالص
strongly,به شدت
cafe,کافه
valentine,وابسته به ولنتاین
hilton,هیلتون
ken,کنفرانس
proteins,پروتئین
horror,وحشت
su,سوپاپ
exp,بیرونی
familiar,با هم
capable,توانا
douglas,داگلاس
debian,ابهام
till,تا
involving,که شامل
pen,خودکار
investing,سرمایه گذاری
christopher,کریستوفر
admission,پذیرش
epson,اپیسون
shoe,کفش
elected,منتخب
carrying,حمل کردن
victory,پیروزی
sand,شن
madison,مدیسون
terrorism,ترور
joy,شادی
editions,نسخه
cpu,CPU
mainly,به طور عمده
ethnic,قومی
ran,فرار کردن
parliament,مجلس
actor,بازیگر
finds,پیدا کردن
seal,مهر
situations,شرایط
fifth,پنجم
allocated,تخصیص یافته
citizen,شهروند
vertical,عمودی
corrections,اصلاحات
structural,ساختاری
municipal,شهرداری
describes,توصیف
prize,جایزه
sr,SR
occurs,اتفاق می افتد
jon,جون
absolute,مطلق
disabilities,معلولیت
consists,شکل
anytime,هر زمان
substance,ماده
prohibited,ممنوع
addressed,خطاب
lies,دروغ
pipe,لوله
soldiers,سرباز
nr,شماره
guardian,نگهبان
lecture,سخنرانی
simulation,شبیه سازی
layout,چیدمان
initiatives,ابتکار عمل
ill,بد
concentration,تمرکز
classics,کلاسیک
lbs,ضامن
lay,قرار دادن
interpretation,تفسیر
horses,اسب
lol,روده بر شدن از خنده
dirty,کثیف
deck,عرشه
wayne,وین
donate,اهداء کردن
taught,تدریس
bankruptcy,ورشکستگی
mp,نماینده
worker,کارگر
optimization,بهينه سازي
alive,زنده
temple,معبد
substances,مواد
prove,ثابت كردن
discovered,کشف شده
wings,بال
breaks,می شکند
genetic,وابسته به ژنتیکی
restrictions,محدودیت های
participating,مشارکت کننده
waters,آب
promise,وعده
thin,لاغر
exhibition,نمایشگاه
prefer,ترجیح می دهند
ridge,خط الراس
cabinet,کابینه
modem,مودم
harris,هریس
mph,در ساعت
bringing,به ارمغان آوردن
sick,بیمار
dose,دوز
evaluate,ارزیابی کردن
tiffany,تیفانی
tropical,گرمسیری
collect,جمع کردن
bet,شرط
composition,ترکیب بندی
toyota,تویوتا
streets,خیابان
nationwide,در سراسر کشور
vector,بردار
definitely,قطع
shaved,تراشیده
turning,پیچ
buffer,بافنده
purple,رنگ بنفش
existence,وجود داشتن
commentary,تفسیر
larry,لری
limousines,لیموزین
developments,تحولات
def,دنباله
immigration,مهاجرت
destinations,مقصد
lets,میعاد
mutual,دوتایی
pipeline,خط لوله
necessarily,لزوما
syntax,نحو
li,یک
attribute,صفت
prison,زندان
skill,مهارت
chairs,صندلی
nl,NL
everyday,هر روز
apparently,ظاهرا
surrounding,اطراف
mountains,کوه ها
moves,حرکت می کند
popularity,محبوبیت
inquiry,تحقیق
ethernet,شبکه محلی کابلی
checked,معاینه شده
exhibit,نمایشگاه
throw,پرت كردن
trend,روند
sierra,سیرا
visible,قابل رویت
cats,گربه
desert,کویر
postposted,معلق
ya,بله
oldest,قدیمی ترین
rhode,واقع در آن
nba,NBA
busty,بی پروا
coordinator,هماهنگ کننده
obviously,به طور مشخص
mercury,سیاره تیر
steven,استیون
handbook,دفترچه راهنما
greg,گرگ
navigate,حرکت کردن
worse,بدتر
summit,اجلاس - همایش
victims,قربانیان
epa,اژندره
spaces,فضا
fundamental,اساسی
burning,سوزش
escape,در رفتن
coupons,کوپن
somewhat,تاحدی
receiver,گیرنده
substantial,اساسی
tr,تله
progressive,ترقی خواه
cialis,کلوچه
bb,جبهه
boats,قایق
glance,نگاه
scottish,اسکاتلندی
championship,قهرمانی
arcade,گذرگاه طاقدار
richmond,ریچموند
sacramento,ساکرامنتو
impossible,غیرممکن
ron,رون
russell,راسل
tells,می گوید
obvious,واضح
fiber,فیبر
depression,افسردگی
graph,نمودار
covering,پوشش
platinum,پلاتین
judgment,داوری
bedrooms,اتاق خواب
talks,مذاکرات
filing,تشکیل پرونده
foster,پرورش دادن، پروردن
modeling,مدل سازی
passing,عبور
awarded,اعطا شده
testimonials,توصیفات
trials,آزمایش های
tissue,بافت
nz,NZ
memorabilia,یادگاری
clinton,کلینتون
masters,کارشناسی ارشد
bonds,اوراق قرضه
cartridge,کارتریج
alberta,آلبرتا
explanation,توضیح
folk,مردم
org,ارگ
commons,عوام
cincinnati,سینسیناتی
subsection,قسمت
fraud,کلاهبرداری
electricity,برق
permitted,مجاز
spectrum,طیف
arrival,ورود
okay,باشه
pottery,سفالگری
emphasis,تاکید
roger,راجر
aspect,جنبه
workplace,محل کار
awesome,عالی
mexican,مکزیکی
confirmed,تایید شده
counts,حساب
priced,قیمتی
wallpapers,تصاویر پس زمینه
hist,تاریخی
crash,تصادف در
lift,بلند کردن
desired,دلخواه
inter,بین
closer,نزدیک تر
assumes,فرض می کند
heights,ارتفاع
shadow,سایه
riding,سوار
infection,عفونت
firefox,فایرفاکس
lisa,لیزا
expense,هزینه
grove,بیشه
